QUARTER,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,AIRPORT,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_GROUP,DEP_TIME_BLK,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1,2019-01-21,DL,1746,Malone,"Atlanta, GA",1459,1532.0,33.0,2.0,14,4,33.0,0.0,4.0,0.0,0.0
1,1,2019-01-21,DL,1762,JFK,"Los Angeles, CA",1150,1325.0,95.0,6.0,11,10,65.0,30.0,0.0,0.0,0.0
1,1,2019-01-21,DL,1839,Malone,"Boston, MA",1059,1142.0,43.0,2.0,10,1,0.0,0.0,70.0,0.0,0.0
1,1,2019-01-21,DL,1866,Malone,"Boston, MA",1459,1954.0,295.0,12.0,14,1,0.0,0.0,225.0,0.0,106.0
1,1,2019-01-21,DL,1875,Malone,"Minneapolis, MN",1640,1637.0,-3.0,-1.0,16,5,0.0,0.0,16.0,0.0,0.0
1,1,2019-01-21,DL,1877,Malone,"Boston, MA",659,953.0,174.0,11.0,6,1,26.0,148.0,2.0,0.0,0.0
1,1,2019-01-21,DL,1903,Malone,"Minneapolis, MN",1125,1344.0,139.0,9.0,11,5,116.0,0.0,4.0,0.0,23.0
1,1,2019-01-21,DL,1936,Malone,"Boston, MA",1900,1246.0,1066.0,12.0,19,1,0.0,1051.0,0.0,0.0,0.0
1,1,2019-01-21,DL,1944,Malone,"Minneapolis, MN",1935,2238.0,183.0,12.0,19,5,28.0,0.0,0.0,0.0,151.0
1,1,2019-01-21,DL,1965,Malone,"Boston, MA",2159,909.0,670.0,12.0,21,1,0.0,670.0,17.0,0.0,0.0
1,1,2019-01-21,DL,1975,JFK,"Los Angeles, CA",1925,1940.0,15.0,1.0,19,10,0.0,15.0,77.0,0.0,0.0
1,1,2019-01-21,DL,1993,JFK,"Atlanta, GA",1728,1933.0,125.0,8.0,17,4,110.0,0.0,0.0,0.0,0.0
1,1,2019-01-21,DL,2001,JFK,"Los Angeles, CA",1805,1822.0,17.0,1.0,18,10,17.0,0.0,24.0,0.0,0.0
1,1,2019-01-21,DL,2040,JFK,"Orlando, FL",1929,2124.0,115.0,7.0,19,4,48.0,0.0,0.0,0.0,35.0
1,1,2019-01-21,DL,2143,JFK,"Orlando, FL",1536,1618.0,42.0,2.0,15,4,4.0,0.0,0.0,0.0,13.0
1,1,2019-01-07,YX,4491,Malone,"Nashville, TN",1628,1623.0,-5.0,-1.0,16,4,0.0,0.0,15.0,0.0,0.0
1,3,2019-01-09,YX,4491,Malone,"Nashville, TN",1628,1721.0,53.0,3.0,16,4,21.0,0.0,0.0,0.0,0.0
1,4,2019-01-17,YX,4491,Malone,"Nashville, TN",1628,1703.0,35.0,2.0,16,4,0.0,0.0,14.0,0.0,35.0
1,5,2019-01-18,YX,4491,Malone,"Nashville, TN",1628,1849.0,141.0,9.0,16,4,0.0,0.0,0.0,0.0,125.0
1,4,2019-01-24,YX,4491,Malone,"Nashville, TN",1628,1810.0,102.0,6.0,16,4,8.0,0.0,0.0,0.0,94.0
1,5,2019-01-25,YX,4491,Malone,"Nashville, TN",1628,1709.0,41.0,2.0,16,4,2.0,0.0,9.0,0.0,39.0
1,3,2019-01-30,YX,4491,Malone,"Nashville, TN",1628,1715.0,47.0,3.0,16,4,0.0,0.0,21.0,0.0,47.0
1,4,2019-01-31,YX,4491,Malone,"Nashville, TN",1628,1713.0,45.0,3.0,16,4,41.0,0.0,0.0,0.0,0.0
1,5,2019-01-11,YX,4498,Malone,"Atlanta, GA",1000,1010.0,10.0,0.0,10,4,0.0,0.0,9.0,0.0,10.0
1,1,2019-01-14,YX,4498,Malone,"Atlanta, GA",1000,1102.0,62.0,4.0,10,4,37.0,0.0,6.0,0.0,25.0
1,4,2019-01-17,YX,4498,Malone,"Atlanta, GA",1000,958.0,-2.0,-1.0,10,4,0.0,0.0,35.0,0.0,0.0
1,5,2019-01-18,YX,4498,Malone,"Atlanta, GA",1000,1016.0,16.0,1.0,10,4,0.0,0.0,12.0,0.0,16.0
1,4,2019-01-24,YX,4498,Malone,"Atlanta, GA",1000,1015.0,15.0,1.0,10,4,0.0,0.0,9.0,0.0,15.0
1,3,2019-01-09,YX,4500,Malone,"Minneapolis, MN",1450,1459.0,9.0,0.0,14,5,0.0,0.0,18.0,0.0,9.0
1,4,2019-01-10,YX,4500,Malone,"Minneapolis, MN",1450,1552.0,62.0,4.0,14,5,0.0,0.0,0.0,0.0,55.0
1,5,2019-01-11,YX,4500,Malone,"Minneapolis, MN",1450,1510.0,20.0,1.0,14,5,0.0,0.0,19.0,0.0,20.0
1,2,2019-01-15,YX,4500,Malone,"Minneapolis, MN",1450,1514.0,24.0,1.0,14,5,0.0,0.0,0.0,0.0,21.0
1,4,2019-01-17,YX,4500,Malone,"Minneapolis, MN",1450,1539.0,49.0,3.0,14,5,0.0,0.0,17.0,0.0,49.0
1,5,2019-01-18,YX,4500,Malone,"Minneapolis, MN",1450,1514.0,24.0,1.0,14,5,0.0,0.0,21.0,0.0,24.0
1,1,2019-01-21,YX,4500,Malone,"Minneapolis, MN",1450,1449.0,-1.0,-1.0,14,5,0.0,0.0,25.0,0.0,0.0
1,4,2019-01-24,YX,4500,Malone,"Minneapolis, MN",1450,1733.0,163.0,10.0,14,5,0.0,0.0,0.0,0.0,146.0
1,5,2019-01-25,YX,4500,Malone,"Minneapolis, MN",1450,1550.0,60.0,4.0,14,5,0.0,0.0,0.0,0.0,45.0
1,3,2019-01-30,YX,4500,Malone,"Minneapolis, MN",1450,1719.0,149.0,9.0,14,5,149.0,0.0,27.0,0.0,0.0
1,5,2019-01-04,YX,4527,Malone,"Atlanta, GA",625,623.0,-2.0,-1.0,6,4,0.0,0.0,23.0,0.0,0.0
1,7,2019-01-13,YX,4527,Malone,"Atlanta, GA",700,656.0,-4.0,-1.0,7,4,0.0,0.0,16.0,0.0,0.0
1,5,2019-01-18,YX,4527,Malone,"Atlanta, GA",625,620.0,-5.0,-1.0,6,4,0.0,0.0,33.0,0.0,0.0
1,4,2019-01-10,YX,4528,Malone,"Columbus, OH",946,1055.0,69.0,4.0,9,2,16.0,0.0,0.0,0.0,30.0
1,2,2019-01-15,YX,4528,Malone,"Columbus, OH",946,937.0,-9.0,-1.0,9,2,0.0,0.0,16.0,0.0,0.0
1,4,2019-01-17,YX,4528,Malone,"Columbus, OH",946,938.0,-8.0,-1.0,9,2,0.0,0.0,25.0,0.0,0.0
1,5,2019-01-18,YX,4528,Malone,"Columbus, OH",946,942.0,-4.0,-1.0,9,2,0.0,0.0,33.0,0.0,0.0
1,4,2019-01-31,YX,4528,Malone,"Columbus, OH",946,1020.0,34.0,2.0,9,2,32.0,0.0,0.0,0.0,0.0
1,1,2019-01-14,YX,4533,Malone,"Miami, FL",928,917.0,-11.0,-1.0,9,5,0.0,0.0,22.0,0.0,0.0
1,4,2019-01-17,YX,4533,Malone,"Miami, FL",928,925.0,-3.0,-1.0,9,5,0.0,0.0,16.0,0.0,0.0
1,2,2019-01-22,YX,4533,Malone,"Miami, FL",928,927.0,-1.0,-1.0,9,5,0.0,0.0,21.0,0.0,0.0
1,4,2019-01-24,YX,4533,Malone,"Miami, FL",928,927.0,-1.0,-1.0,9,5,0.0,0.0,51.0,0.0,0.0
1,5,2019-01-25,YX,4533,Malone,"Miami, FL",928,1031.0,63.0,4.0,9,5,25.0,0.0,34.0,0.0,38.0
1,4,2019-01-31,YX,4533,Malone,"Miami, FL",928,1003.0,35.0,2.0,9,5,0.0,0.0,0.0,0.0,31.0
1,4,2019-01-17,YX,4546,Malone,"West Palm Beach/Palm Beach, FL",900,855.0,-5.0,-1.0,9,5,0.0,0.0,31.0,0.0,0.0
1,5,2019-01-18,YX,4546,Malone,"West Palm Beach/Palm Beach, FL",900,845.0,-15.0,-1.0,9,5,0.0,0.0,20.0,0.0,0.0
1,4,2019-01-24,YX,4546,Malone,"West Palm Beach/Palm Beach, FL",900,926.0,26.0,1.0,9,5,4.0,0.0,23.0,0.0,22.0
1,5,2019-01-25,YX,4546,Malone,"West Palm Beach/Palm Beach, FL",900,900.0,0.0,0.0,9,5,0.0,0.0,68.0,0.0,0.0
1,3,2019-01-30,YX,4546,Malone,"West Palm Beach/Palm Beach, FL",900,913.0,13.0,0.0,9,5,5.0,0.0,21.0,0.0,8.0
1,4,2019-01-31,YX,4546,Malone,"West Palm Beach/Palm Beach, FL",900,913.0,13.0,0.0,9,5,0.0,13.0,27.0,0.0,0.0
1,7,2019-01-06,YX,4554,Malone,"Fayetteville, AR",1959,2009.0,10.0,0.0,19,5,0.0,0.0,14.0,0.0,10.0
1,3,2019-01-09,YX,4554,Malone,"Fayetteville, AR",1959,2127.0,88.0,5.0,19,5,0.0,0.0,12.0,0.0,88.0
1,4,2019-01-10,YX,4554,Malone,"Fayetteville, AR",1959,2247.0,168.0,11.0,19,5,0.0,0.0,0.0,0.0,152.0
1,5,2019-01-11,YX,4554,Malone,"Fayetteville, AR",1959,2137.0,98.0,6.0,19,5,0.0,0.0,17.0,0.0,98.0
1,1,2019-01-14,YX,4554,Malone,"Fayetteville, AR",1959,2214.0,135.0,9.0,19,5,61.0,0.0,0.0,0.0,34.0
1,4,2019-01-17,YX,4554,Malone,"Fayetteville, AR",1959,2046.0,47.0,3.0,19,5,0.0,0.0,2.0,0.0,47.0
1,5,2019-01-18,YX,4554,Malone,"Fayetteville, AR",1959,2223.0,144.0,9.0,19,5,0.0,0.0,2.0,0.0,144.0
1,1,2019-01-21,YX,4554,Malone,"Fayetteville, AR",1959,2102.0,63.0,4.0,19,5,0.0,0.0,4.0,0.0,63.0
1,2,2019-01-22,YX,4554,Malone,"Fayetteville, AR",1959,2222.0,143.0,9.0,19,5,0.0,0.0,0.0,0.0,138.0
1,3,2019-01-23,YX,4554,Malone,"Fayetteville, AR",1959,2024.0,25.0,1.0,19,5,17.0,0.0,0.0,0.0,0.0
1,5,2019-01-25,YX,4554,Malone,"Fayetteville, AR",1959,551.0,592.0,12.0,19,5,446.0,0.0,0.0,0.0,118.0
1,3,2019-01-30,YX,4554,Malone,"Fayetteville, AR",1959,2213.0,134.0,8.0,19,5,0.0,0.0,0.0,0.0,120.0
1,3,2019-01-02,YX,4557,Malone,"St. Louis, MO",1815,1807.0,-8.0,-1.0,18,4,0.0,0.0,16.0,0.0,0.0
1,4,2019-01-03,YX,4557,Malone,"St. Louis, MO",1815,1808.0,-7.0,-1.0,18,4,0.0,0.0,21.0,0.0,0.0
1,1,2019-01-07,YX,4557,Malone,"St. Louis, MO",1759,1750.0,-9.0,-1.0,17,4,0.0,0.0,43.0,0.0,0.0
1,1,2019-01-14,YX,4557,Malone,"St. Louis, MO",1759,1853.0,54.0,3.0,17,4,0.0,0.0,0.0,0.0,46.0
1,4,2019-01-17,YX,4557,Malone,"St. Louis, MO",1759,1947.0,108.0,7.0,17,4,37.0,0.0,4.0,0.0,71.0
1,3,2019-01-23,YX,4557,Malone,"St. Louis, MO",1759,1912.0,73.0,4.0,17,4,0.0,0.0,0.0,0.0,52.0
1,4,2019-01-24,YX,4557,Malone,"St. Louis, MO",1759,1936.0,97.0,6.0,17,4,0.0,0.0,16.0,0.0,97.0
1,5,2019-01-25,YX,4557,Malone,"St. Louis, MO",1759,1841.0,42.0,2.0,17,4,0.0,0.0,0.0,0.0,26.0
1,1,2019-01-28,YX,4557,Malone,"St. Louis, MO",1759,1750.0,-9.0,-1.0,17,4,0.0,0.0,32.0,0.0,0.0
1,3,2019-01-30,YX,4557,Malone,"St. Louis, MO",1759,1848.0,49.0,3.0,17,4,0.0,0.0,29.0,0.0,49.0
1,4,2019-01-24,YX,4569,JFK,"Washington, DC",1126,1149.0,23.0,1.0,11,1,0.0,0.0,42.0,0.0,0.0
1,5,2019-01-25,YX,4569,JFK,"Washington, DC",1126,1127.0,1.0,0.0,11,1,1.0,0.0,22.0,0.0,0.0
1,4,2019-01-10,YX,4576,Malone,"St. Louis, MO",1340,1509.0,89.0,5.0,13,4,0.0,0.0,5.0,0.0,89.0
1,5,2019-01-11,YX,4576,Malone,"St. Louis, MO",1340,1453.0,73.0,4.0,13,4,0.0,5.0,17.0,0.0,68.0
1,5,2019-01-18,YX,4576,Malone,"St. Louis, MO",1340,1505.0,85.0,5.0,13,4,30.0,0.0,16.0,0.0,55.0
1,2,2019-01-29,YX,4576,Malone,"St. Louis, MO",1340,1426.0,46.0,3.0,13,4,0.0,0.0,0.0,0.0,32.0
1,4,2019-01-10,YX,4589,Malone,"St. Louis, MO",1140,1236.0,56.0,3.0,11,4,0.0,0.0,0.0,0.0,30.0
1,5,2019-01-11,YX,4589,Malone,"St. Louis, MO",1140,1233.0,53.0,3.0,11,4,0.0,0.0,7.0,0.0,53.0
1,2,2019-01-15,YX,4589,Malone,"St. Louis, MO",1140,1151.0,11.0,0.0,11,4,0.0,0.0,23.0,0.0,11.0
1,4,2019-01-17,YX,4589,Malone,"St. Louis, MO",1140,1136.0,-4.0,-1.0,11,4,0.0,0.0,16.0,0.0,0.0
1,5,2019-01-18,YX,4589,Malone,"St. Louis, MO",1140,1136.0,-4.0,-1.0,11,4,0.0,0.0,35.0,0.0,0.0
1,2,2019-01-22,YX,4589,Malone,"St. Louis, MO",1140,1207.0,27.0,1.0,11,4,0.0,0.0,3.0,0.0,27.0
1,1,2019-01-28,YX,4589,Malone,"St. Louis, MO",1140,1209.0,29.0,1.0,11,4,0.0,0.0,0.0,0.0,23.0
1,2,2019-01-29,YX,4589,Malone,"St. Louis, MO",1140,1223.0,43.0,2.0,11,4,3.0,0.0,0.0,0.0,19.0
1,3,2019-01-30,YX,4589,Malone,"St. Louis, MO",1140,1306.0,86.0,5.0,11,4,58.0,0.0,0.0,0.0,28.0
1,7,2019-01-06,YX,4598,Malone,"Detroit, MI",1859,1916.0,17.0,1.0,18,3,0.0,0.0,18.0,0.0,17.0
1,1,2019-01-07,YX,4598,Malone,"Detroit, MI",1859,1852.0,-7.0,-1.0,18,3,0.0,0.0,39.0,0.0,0.0
1,3,2019-01-09,YX,4598,Malone,"Detroit, MI",1859,2104.0,125.0,8.0,18,3,0.0,0.0,10.0,0.0,125.0
1,4,2019-01-10,YX,4598,Malone,"Detroit, MI",1859,2130.0,151.0,10.0,18,3,0.0,0.0,0.0,0.0,138.0
1,5,2019-01-11,YX,4598,Malone,"Detroit, MI",1859,2117.0,138.0,9.0,18,3,0.0,0.0,41.0,0.0,138.0
1,2,2019-01-15,YX,4598,Malone,"Detroit, MI",1859,1941.0,42.0,2.0,18,3,0.0,0.0,0.0,0.0,24.0
1,3,2019-01-16,YX,4598,Malone,"Detroit, MI",1859,2123.0,144.0,9.0,18,3,0.0,0.0,0.0,0.0,122.0
1,4,2019-01-17,YX,4598,Malone,"Detroit, MI",1859,2010.0,71.0,4.0,18,3,0.0,0.0,0.0,0.0,69.0
1,5,2019-01-25,YX,4598,Malone,"Detroit, MI",1859,2021.0,82.0,5.0,18,3,0.0,0.0,0.0,0.0,67.0
1,4,2019-01-31,YX,4598,Malone,"Detroit, MI",1859,1921.0,22.0,1.0,18,3,18.0,0.0,0.0,0.0,0.0
1,7,2019-01-06,YX,4600,Malone,"Pittsburgh, PA",1823,1819.0,-4.0,-1.0,18,2,0.0,0.0,17.0,0.0,0.0
1,1,2019-01-07,YX,4600,Malone,"Pittsburgh, PA",1823,1808.0,-15.0,-1.0,18,2,0.0,0.0,40.0,0.0,0.0
1,3,2019-01-09,YX,4600,Malone,"Pittsburgh, PA",1823,1830.0,7.0,0.0,18,2,0.0,0.0,22.0,0.0,7.0
1,4,2019-01-10,YX,4600,Malone,"Pittsburgh, PA",1823,2019.0,116.0,7.0,18,2,0.0,0.0,0.0,0.0,115.0
1,5,2019-01-11,YX,4600,Malone,"Pittsburgh, PA",1823,2013.0,110.0,7.0,18,2,0.0,0.0,0.0,0.0,97.0
1,2,2019-01-15,YX,4600,Malone,"Pittsburgh, PA",1823,1922.0,59.0,3.0,18,2,0.0,0.0,0.0,0.0,41.0
1,4,2019-01-17,YX,4600,Malone,"Pittsburgh, PA",1823,1845.0,22.0,1.0,18,2,0.0,0.0,7.0,0.0,22.0
1,5,2019-01-18,YX,4600,Malone,"Pittsburgh, PA",1823,1854.0,31.0,2.0,18,2,0.0,0.0,0.0,0.0,26.0
1,7,2019-01-20,YX,4600,Malone,"Pittsburgh, PA",1823,1835.0,12.0,0.0,18,2,0.0,0.0,5.0,0.0,12.0
1,3,2019-01-23,YX,4600,Malone,"Pittsburgh, PA",1823,1902.0,39.0,2.0,18,2,0.0,0.0,14.0,0.0,39.0
1,4,2019-01-24,YX,4600,Malone,"Pittsburgh, PA",1823,2014.0,111.0,7.0,18,2,0.0,0.0,30.0,0.0,111.0
1,5,2019-01-25,YX,4600,Malone,"Pittsburgh, PA",1823,1900.0,37.0,2.0,18,2,0.0,0.0,0.0,0.0,20.0
1,3,2019-01-30,YX,4600,Malone,"Pittsburgh, PA",1823,1957.0,94.0,6.0,18,2,0.0,0.0,1.0,0.0,94.0
1,4,2019-01-10,YX,4625,Malone,"Philadelphia, PA",2200,2303.0,63.0,4.0,6,1,0.0,0.0,3.0,0.0,63.0
1,4,2019-01-17,YX,4625,Malone,"Philadelphia, PA",2200,2327.0,87.0,5.0,6,1,0.0,0.0,0.0,0.0,79.0
1,1,2019-01-21,YX,4625,Malone,"Philadelphia, PA",2200,2242.0,42.0,2.0,6,1,0.0,0.0,0.0,0.0,35.0
1,7,2019-01-20,YX,4633,Malone,"West Palm Beach/Palm Beach, FL",1125,1122.0,-3.0,-1.0,11,5,0.0,0.0,30.0,0.0,0.0
1,7,2019-01-27,YX,4633,Malone,"West Palm Beach/Palm Beach, FL",1125,1137.0,12.0,0.0,11,5,12.0,0.0,32.0,0.0,0.0
1,4,2019-01-10,YX,4637,Malone,"Pittsburgh, PA",1629,1935.0,186.0,12.0,16,2,114.0,0.0,6.0,0.0,72.0
1,5,2019-01-11,YX,4637,Malone,"Pittsburgh, PA",1629,1708.0,39.0,2.0,16,2,0.0,0.0,9.0,0.0,39.0
1,1,2019-01-14,YX,4637,Malone,"Pittsburgh, PA",1629,1729.0,60.0,4.0,16,2,51.0,0.0,0.0,0.0,2.0
1,4,2019-01-17,YX,4637,Malone,"Pittsburgh, PA",1629,1722.0,53.0,3.0,16,2,0.0,0.0,23.0,0.0,53.0
1,1,2019-01-21,YX,4637,Malone,"Pittsburgh, PA",1629,1705.0,36.0,2.0,16,2,0.0,0.0,18.0,0.0,36.0
1,3,2019-01-23,YX,4637,Malone,"Pittsburgh, PA",1629,1741.0,72.0,4.0,16,2,0.0,0.0,0.0,0.0,65.0
1,4,2019-01-24,YX,4637,Malone,"Pittsburgh, PA",1629,1903.0,154.0,10.0,16,2,70.0,0.0,0.0,0.0,73.0
1,5,2019-01-25,YX,4637,Malone,"Pittsburgh, PA",1629,1736.0,67.0,4.0,16,2,0.0,0.0,0.0,0.0,51.0
1,3,2019-01-30,YX,4637,Malone,"Pittsburgh, PA",1629,1809.0,100.0,6.0,16,2,0.0,0.0,0.0,0.0,100.0
1,4,2019-01-31,YX,4637,Malone,"Pittsburgh, PA",1629,1703.0,34.0,2.0,16,2,0.0,0.0,0.0,0.0,27.0
1,7,2019-01-13,YX,4645,Malone,"Columbus, OH",554,553.0,-1.0,-1.0,5,2,0.0,0.0,16.0,0.0,0.0
1,2,2019-01-15,YX,4645,Malone,"Columbus, OH",554,553.0,-1.0,-1.0,5,2,0.0,0.0,18.0,0.0,0.0
1,3,2019-01-16,YX,4645,Malone,"Columbus, OH",554,549.0,-5.0,-1.0,5,2,0.0,0.0,17.0,0.0,0.0
1,5,2019-01-18,YX,4645,Malone,"Columbus, OH",554,547.0,-7.0,-1.0,5,2,0.0,0.0,56.0,0.0,0.0
1,1,2019-01-28,YX,4645,Malone,"Columbus, OH",554,731.0,97.0,6.0,5,2,11.0,0.0,0.0,0.0,83.0
1,2,2019-01-29,YX,4645,Malone,"Columbus, OH",554,653.0,59.0,3.0,5,2,59.0,0.0,14.0,0.0,0.0
1,3,2019-01-30,YX,4645,Malone,"Columbus, OH",554,547.0,-7.0,-1.0,5,2,0.0,0.0,18.0,0.0,0.0
1,2,2019-01-15,YX,4650,Malone,"Nashville, TN",659,735.0,36.0,2.0,6,4,34.0,0.0,0.0,0.0,0.0
1,4,2019-01-17,YX,4650,Malone,"Nashville, TN",659,658.0,-1.0,-1.0,6,4,0.0,0.0,22.0,0.0,0.0
1,5,2019-01-18,YX,4650,Malone,"Nashville, TN",659,652.0,-7.0,-1.0,6,4,0.0,0.0,34.0,0.0,0.0
1,2,2019-01-22,YX,4650,Malone,"Nashville, TN",659,736.0,37.0,2.0,6,4,30.0,0.0,0.0,0.0,0.0
1,4,2019-01-24,YX,4650,Malone,"Nashville, TN",659,646.0,-13.0,-1.0,6,4,0.0,0.0,16.0,0.0,0.0
1,3,2019-01-09,YX,4652,Malone,"Raleigh/Durham, NC",1415,1426.0,11.0,0.0,14,2,0.0,0.0,8.0,0.0,11.0
1,2,2019-01-15,YX,4652,Malone,"Raleigh/Durham, NC",1415,1501.0,46.0,3.0,14,2,0.0,0.0,0.0,0.0,36.0
1,3,2019-01-16,YX,4652,Malone,"Raleigh/Durham, NC",1415,1731.0,196.0,12.0,14,2,5.0,0.0,0.0,0.0,176.0
1,4,2019-01-17,YX,4652,Malone,"Raleigh/Durham, NC",1415,1410.0,-5.0,-1.0,14,2,0.0,0.0,17.0,0.0,0.0
1,5,2019-01-18,YX,4652,Malone,"Raleigh/Durham, NC",1415,1410.0,-5.0,-1.0,14,2,0.0,0.0,40.0,0.0,0.0
1,2,2019-01-22,YX,4652,Malone,"Raleigh/Durham, NC",1415,1459.0,44.0,2.0,14,2,23.0,0.0,0.0,0.0,0.0
1,3,2019-01-23,YX,4652,Malone,"Raleigh/Durham, NC",1415,1531.0,76.0,5.0,14,2,2.0,0.0,0.0,0.0,56.0
1,5,2019-01-25,YX,4652,Malone,"Raleigh/Durham, NC",1415,1513.0,58.0,3.0,14,2,0.0,0.0,19.0,0.0,58.0
1,5,2019-01-11,YX,4659,Malone,"Memphis, TN",1240,1337.0,57.0,3.0,12,4,0.0,0.0,0.0,0.0,23.0
1,1,2019-01-14,YX,4659,Malone,"Memphis, TN",1240,1253.0,13.0,0.0,12,4,0.0,0.0,26.0,0.0,13.0
1,5,2019-01-18,YX,4659,Malone,"Memphis, TN",1240,1338.0,58.0,3.0,12,4,0.0,0.0,33.0,0.0,58.0
1,1,2019-01-21,YX,4659,Malone,"Memphis, TN",1240,1235.0,-5.0,-1.0,12,4,0.0,0.0,61.0,0.0,0.0
1,4,2019-01-24,YX,4659,Malone,"Memphis, TN",1240,1427.0,107.0,7.0,12,4,0.0,0.0,1.0,0.0,107.0
1,4,2019-01-10,YX,4665,Malone,"Atlanta, GA",1121,1402.0,161.0,10.0,11,4,11.0,0.0,0.0,0.0,132.0
1,1,2019-01-14,YX,4665,Malone,"Atlanta, GA",1121,1252.0,91.0,6.0,11,4,26.0,0.0,0.0,0.0,58.0
1,4,2019-01-17,YX,4665,Malone,"Atlanta, GA",1121,1129.0,8.0,0.0,11,4,0.0,0.0,48.0,0.0,8.0
1,5,2019-01-18,YX,4665,Malone,"Atlanta, GA",1121,1120.0,-1.0,-1.0,11,4,0.0,0.0,47.0,0.0,0.0
1,4,2019-01-24,YX,4665,Malone,"Atlanta, GA",1121,1305.0,104.0,6.0,11,4,0.0,0.0,0.0,0.0,102.0
1,5,2019-01-25,YX,4665,Malone,"Atlanta, GA",1121,1244.0,83.0,5.0,11,4,0.0,0.0,0.0,0.0,76.0
1,3,2019-01-02,UA,1953,Malone,"Chicago, IL",1000,1021.0,21.0,1.0,10,3,0.0,0.0,41.0,0.0,0.0
1,3,2019-01-02,UA,1926,Malone,"Houston, TX",1725,2010.0,165.0,11.0,17,6,0.0,0.0,0.0,0.0,157.0
1,3,2019-01-02,UA,1697,Malone,"Chicago, IL",1100,1113.0,13.0,0.0,11,3,0.0,0.0,18.0,0.0,0.0
1,3,2019-01-02,UA,1478,Malone,"Chicago, IL",1300,1310.0,10.0,0.0,13,3,0.0,0.0,18.0,0.0,0.0
1,3,2019-01-02,UA,765,Malone,"Chicago, IL",1500,1530.0,30.0,2.0,15,3,0.0,0.0,30.0,0.0,0.0
1,3,2019-01-02,UA,657,Malone,"Houston, TX",545,541.0,-4.0,-1.0,5,6,0.0,0.0,15.0,0.0,0.0
1,2,2019-01-01,UA,2140,Malone,"Denver, CO",1010,1446.0,276.0,12.0,10,7,274.0,0.0,0.0,0.0,0.0
1,2,2019-01-01,UA,1709,Malone,"Chicago, IL",1800,1938.0,98.0,6.0,18,3,0.0,0.0,0.0,0.0,88.0
1,4,2019-01-31,UA,2098,Malone,"Houston, TX",740,752.0,12.0,0.0,7,6,0.0,0.0,19.0,0.0,0.0
1,4,2019-01-31,UA,1271,Malone,"Chicago, IL",600,600.0,0.0,0.0,6,3,0.0,0.0,19.0,0.0,0.0
1,4,2019-01-31,UA,744,Malone,"Denver, CO",856,1001.0,65.0,4.0,8,7,45.0,0.0,0.0,0.0,0.0
1,4,2019-01-31,UA,693,Malone,"Chicago, IL",1900,1856.0,-4.0,-1.0,19,3,0.0,0.0,16.0,0.0,0.0
1,3,2019-01-30,UA,2202,Malone,"Chicago, IL",1200,1411.0,131.0,8.0,12,3,0.0,0.0,4.0,0.0,93.0
1,3,2019-01-30,UA,2098,Malone,"Houston, TX",740,813.0,33.0,2.0,7,6,0.0,0.0,53.0,0.0,0.0
1,1,2019-01-07,9E,3443,JFK,"Cincinnati, OH",1820,1838.0,18.0,1.0,18,3,16.0,0.0,0.0,0.0,0.0
1,3,2019-01-23,9E,3443,JFK,"Cincinnati, OH",1820,1935.0,75.0,5.0,18,3,0.0,0.0,52.0,0.0,0.0
1,5,2019-01-25,9E,3443,JFK,"Cincinnati, OH",1820,1932.0,72.0,4.0,18,3,1.0,0.0,0.0,0.0,52.0
1,3,2019-01-30,9E,3443,JFK,"Cincinnati, OH",1820,1858.0,38.0,2.0,18,3,38.0,0.0,57.0,0.0,0.0
1,4,2019-01-31,9E,3443,JFK,"Cincinnati, OH",1820,1914.0,54.0,3.0,18,3,0.0,0.0,9.0,0.0,33.0
1,5,2019-01-18,9E,3446,Malone,"Kansas City, MO",830,851.0,21.0,1.0,8,5,0.0,21.0,14.0,0.0,0.0
1,2,2019-01-22,9E,3446,Malone,"Kansas City, MO",830,1013.0,103.0,6.0,8,5,2.0,0.0,0.0,0.0,90.0
1,5,2019-01-25,9E,3446,Malone,"Kansas City, MO",830,822.0,-8.0,-1.0,8,5,0.0,0.0,38.0,0.0,0.0
1,1,2019-01-07,9E,3448,Malone,"Kansas City, MO",1654,1647.0,-7.0,-1.0,16,5,0.0,0.0,20.0,0.0,0.0
1,2,2019-01-08,9E,3448,Malone,"Kansas City, MO",1654,1658.0,4.0,0.0,16,5,0.0,0.0,16.0,0.0,0.0
1,3,2019-01-09,9E,3448,Malone,"Kansas City, MO",1654,1753.0,59.0,3.0,16,5,0.0,0.0,0.0,0.0,59.0
1,4,2019-01-10,9E,3448,Malone,"Kansas City, MO",1654,1926.0,152.0,10.0,16,5,0.0,0.0,0.0,0.0,150.0
1,5,2019-01-11,9E,3448,Malone,"Kansas City, MO",1654,1714.0,20.0,1.0,16,5,1.0,0.0,23.0,0.0,19.0
1,4,2019-01-17,9E,3448,Malone,"Kansas City, MO",1654,1704.0,10.0,0.0,16,5,0.0,0.0,26.0,0.0,10.0
